Acad_ID,Stud-Sch,Stud-ID,Entry_yr,Acad-Yr-G11-EC,Acad-Yr-G11,Cycle,Grade-Section-G11,Study-Area,Tig-Sem1-G11,Amh-Sem1-G11,Eng-Sem1-G11,Math-Sem1-G11,Bio-Sem1-G11,Chem-Sem1-G11,Phy-Sem1-G11,Civic-Sem1-G11,IT-Sem1-G11,Tech-Dr-Sem1-G11,Geo-Sem1-G11,His-Sem1-G11,Eco-Sem1-G11,Buss-Sem1-G11,Phy-Edu-Sem1-G11,Conduct-Sem1-G11,Tig-Sem2-G11,Amh-Sem2-G11,Eng-Sem2-G11,Math-Sem2-G11,Bio-Sem2-G11,Chem-Sem2-G11,Phy-Sem2-G11,Civic-Sem2-G11,IT-Sem2-G11,Tech-Dr-Sem2-G11,Geo-Sem2-G11,His-Sem2-G11,Eco-Sem2-G11,Buss-Sem2-G11,Phy-Edu-Sem2-G11,Conduct-Sem2-G11,Acad-Yr-G12,Acad-Yr-G12-EC,Grade-Section-G12,Tig-Sem1-G12,Amh-Sem1-G12,Eng-Sem1-G12,Math-Sem1-G12,Bio-Sem1-G12,Chem-Sem1-G12,Phy-Sem1-G12,Civic-Sem1-G12,IT-Sem1-G12,Tech-Dr-Sem1-G12,Geo-Sem1-G12,His-Sem1-G12,Eco-Sem1-G12,Buss-Sem1-G12,Phy-Edu-Sem1-G12,Conduct-Sem1-G12,Tig-Sem2-G12,Amh-Sem2-G12,Eng-Sem2-G12,Math-Sem2-G12,Bio-Sem2-G12,Chem-Sem2-G12,Phy-Sem2-G12,Civic-Sem2-G12,IT-Sem2-G12,Tech-Dr-Sem2-G12,Geo-Sem2-G12,His-Sem2-G12,Eco-Sem2-G12,Buss-Sem2-G12,Phy-Edu-Sem2-G12,Conduct-Sem2-G12,Amharic-ESLCE,English-ESLCE,Maths-ESLCE,Aptitude-ESLCE,Physics-ESLCE,Chemistry-ESLCE,Bilology-ESLCE,Civics-ESLCE,Geography-ESLCE,History -ESLCE,Econ-ESLCE,Tigrigna -ESLCE,ESLCE-Cumm,ESLCE-CummOf7,Status-G12-ESLCE
603,Masho,11E16/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,89,,75,55,85,69,62,88,67,74,,,,,86,A,76,,74,57,65,64,61,70,74,73,,,,,81,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Masho,11E13/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,79,,52,53,55,56,44,52,43,48,,,,,67,A,48,,51,47,52,65,35,42,73,50,,,,,68,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Masho,11E12/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,83,,60,60,57,66,55,62,65,61,,,,,72,A,71,,56,57,82,71,41,72,67,49,,,,,68,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Masho,11E26/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,77,,58,74,78,77,66,85,56,70,,,,,62,A,68,,51,58,82,68,52,69,62,56,,,,,76,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Masho,11E45/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,86,,64,57,68,62,42,79,58,57,,,,,76,A,72,,54,61,67,68,42,65,66,47,,,,,79,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Masho,11E44/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,76,,55,62,76,64,57,63,49,55,,,,,72,A,68,,50,56,52,69,47,57,78,39,,,,,70,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Masho,11E42/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,75,,55,35,59,70,41,70,39,48,,,,,64,A,59,,63,59,79,67,41,50,76,50,,,,,68,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Masho,11E33/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,70,,59,49,69,60,57,75,51,51,,,,,63,A,55,,54,56,56,75,37,66,63,59,,,,,67,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Masho,11E34/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,88,,61,60,77,71,61,75,66,46,,,,,71,A,66,,50,60,73,79,37,65,64,54,,,,,77,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Masho,11E36/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,87,,76,59,85,89,66,92,91,64,,,,,80,A,77,,75,67,95,85,66,77,87,75,,,,,75,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Masho,11E40/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,65,,58,44,56,54,33,53,44,43,,,,,52,A,69,,55,58,71,66,38,57,65,54,,,,,61,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Masho,11E41/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,80,,58,65,53,58,53,57,51,46,,,,,66,A,66,,56,51,81,65,52,51,76,50,,,,,59,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Masho,12E11/2004,,2003,9/14/11 00:00,,11F,SOCIAL SCIENCE,,50,47,50,,,,66,61,,68,46,46,48,79,,,53,56,58,,,,81,70,,83,65,69,68,82,A,9/14/11 00:00,2004,12E,,51,55,54,,,,52,69,,66,71,78,75,85,A,,75,56,61,,,,95,58,,83,82,70,80,92,A,,,,,,,,,,,,,,,
44,Masho,12E45/2004,,2003,9/14/10 00:00,,11E,SOCIAL SCIENCE,,66,48,42,,,,66,49,,63,70,58,60,84,A,,58,67,82,,,,77,70,,76,53,77,69,81,A,9/14/11 00:00,2004,12E,,70,48,51,,,,59,74,,66,52,80,62,90,A,,71,63,68,,,,73,75,,69,65,53,70,93,A,,,,,,,,,,,,,,,
302,Masho,12D63/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,77,,57,37,74,70,52,78,56,73,,,,,78,A,90,,72,79,81,77,61,74,74,79,,,,,68,A,9/14/11 00:00,2004,12D,80,,58,55,90,60,63,77,92,69,,,,,94,A,83,,75,69,78,70,69,77,96,54,,,,,91,A,,,,,,,,,,,,,,,
269,Masho,12C40/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,83,77,93,92,85,80,84,77,81,,,,,87,A,,86,66,94,90,84,94,81,86,68,,,,,92,A,9/14/11 00:00,2004,12C,,86,67,89,90,80,88,78,91,76,,,,,93,A,,61,73,79,88,87,78,74,86,75,,,,,97,A,,,,,,,,,,,,,,,
293,Masho,12D62/2004,,2003,9/14/10 00:00,,,NATURAL SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/14/11 00:00,2004,12D,69,,66,55,77,65,69,67,54,50,,,,,84,A,67,,65,81,82,80,65,74,75,56,,,,,90,A,,,,,,,,,,,,,,,
294,Masho,12D61/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,75,,57,69,66,72,51,76,52,76,,,,,87,A,83,,68,61,78,58,54,71,80,74,,,,,75,A,9/14/11 00:00,2004,12D,80,,55,47,74,56,67,57,50,65,,,,,73,A,66,,56,61,77,72,57,65,78,46,,,,,90,A,,,,,,,,,,,,,,,
295,Masho,12D60/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,74,,74,94,95,86,77,86,82,80,,,,,93,A,86,,63,95,86,89,79,84,90,78,,,,,88,A,9/14/11 00:00,2004,12D,90,,77,88,99,89,92,84,89,86,,,,,98,A,77,,72,84,93,93,77,83,100,47,,,,,93,A,,,,,,,,,,,,,,,
296,Masho,12D59/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,75,,51,51,67,70,48,64,50,60,,,,,77,A,87,,62,70,76,70,65,74,80,50,,,,,67,A,9/14/11 00:00,2004,12D,77,,64,56,84,55,77,62,54,53,,,,,87,A,79,,72,67,81,74,70,78,90,60,,,,,95,A,,,,,,,,,,,,,,,
297,Masho,12D58/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,51,,45,39,63,54,50,66,42,50,,,,,78,A,74,,75,68,78,68,50,67,73,50,,,,,83,A,9/14/11 00:00,2004,12D,77,,67,47,82,71,66,75,69,64,,,,,89,A,61,,62,64,70,83,62,65,98,57,,,,,91,A,,,,,,,,,,,,,,,
298,Masho,12D57/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,51,,41,50,53,63,50,63,39,50,,,,,83,A,73,,66,50,61,61,50,58,73,50,,,,,80,A,9/14/11 00:00,2004,12D,63,,39,44,66,50,70,50,69,50,,,,,75,B,53,,49,61,66,68,65,73,69,46,,,,,82,B,,,,,,,,,,,,,,,
299,Masho,12D55/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,68,,53,46,57,62,45,64,49,52,,,,,81,A,85,,56,77,76,65,61,76,73,63,,,,,79,A,9/14/11 00:00,2004,12D,76,,54,49,74,50,76,65,69,61,,,,,80,A,70,,60,63,83,79,70,71,86,50,,,,,88,A,,,,,,,,,,,,,,,
291,Masho,12D19/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/14/11 00:00,2004,12D,81,,82,78,93,82,86,86,87,65,,,,,89,A,71,,67,75,92,85,79,88,87,64,,,,,92,A,,,,,,,,,,,,,,,
301,Masho,12D52/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,64,,50,67,70,54,55,84,48,65,,,,,89,A,90,,50,76,84,62,62,71,84,61,,,,,90,A,9/14/11 00:00,2004,12D,72,,68,57,82,52,85,71,82,62,,,,,87,A,77,,67,69,91,84,67,78,65,51,,,,,94,A,,,,,,,,,,,,,,,
290,Masho,12D54/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,62,,59,62,65,50,50,76,43,56,,,,,76,A,92,,50,76,79,50,50,71,73,77,,,,,86,A,9/14/11 00:00,2004,12D,77,,68,39,78,52,62,68,81,77,,,,,91,A,82,,73,62,73,69,69,73,89,50,,,,,85,A,,,,,,,,,,,,,,,
303,Masho,12D56/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,51,,55,58,65,51,42,72,54,47,,,,,77,A,77,,66,69,86,65,65,67,72,58,,,,,94,A,9/14/11 00:00,2004,12D,75,,59,48,71,54,63,68,84,64,,,,,86,A,70,,62,62,81,73,61,70,80,50,,,,,89,A,,,,,,,,,,,,,,,
304,Masho,12D27/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,71,,66,98,88,89,70,75,66,89,,,,,83,A,100,,59,88,93,80,72,77,92,69,,,,,88,A,9/14/11 00:00,2004,12D,89,,70,91,89,66,79,72,89,84,,,,,92,A,76,,59,76,85,85,78,78,98,59,,,,,88,A,,,,,,,,,,,,,,,
305,Masho,12D17/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,60,,53,60,65,63,58,88,49,59,,,,,78,A,76,,62,78,55,59,52,66,73,56,,,,,77,A,9/14/11 00:00,2004,12D,71,,57,52,74,55,55,45,71,50,,,,,91,A,67,,63,75,74,73,73,68,91,65,,,,,93,A,,,,,,,,,,,,,,,
306,Masho,12D18/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,65,,53,50,78,71,58,76,47,80,,,,,72,A,77,,78,50,69,75,68,74,75,71,,,,,59,A,9/14/11 00:00,2004,12D,78,,68,52,72,70,70,67,71,65,,,,,88,A,68,,55,64,68,74,61,69,79,63,,,,,86,A,,,,,,,,,,,,,,,
307,Masho,12D20/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/14/11 00:00,2004,12D,64,,83,47,70,65,71,67,76,50,,,,,86,A,52,,63,65,70,64,62,85,84,67,,,,,96,A,,,,,,,,,,,,,,,
308,Masho,12D22/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,65,,46,64,75,56,43,78,39,55,,,,,81,A,81,,67,81,91,82,68,74,81,71,,,,,88,A,9/14/11 00:00,2004,12D,76,,70,53,77,64,82,70,82,68,,,,,90,A,56,,55,60,87,67,73,66,92,58,,,,,88,A,,,,,,,,,,,,,,,
309,Masho,12D23/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,72,,75,76,87,86,67,85,82,79,,,,,87,A,87,,73,80,96,84,76,85,83,73,,,,,84,A,9/14/11 00:00,2004,12D,83,,67,70,90,80,90,73,84,79,,,,,95,A,73,,65,69,83,79,67,85,95,53,,,,,82,A,,,,,,,,,,,,,,,
311,Masho,12D21/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,64,,72,73,91,83,55,84,71,78,,,,,85,A,89,,74,84,91,76,73,75,91,66,,,,,95,A,9/14/11 00:00,2004,12D,82,,66,63,82,66,84,72,92,73,,,,,95,A,73,,70,68,79,74,70,78,95,62,,,,,93,A,,,,,,,,,,,,,,,
300,Masho,12D53/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,82,,87,95,93,89,76,93,88,85,,,,,91,A,96,,85,96,97,95,82,90,96,83,,,,,89,A,9/14/11 00:00,2004,12D,94,,74,87,99,86,93,94,89,83,,,,,98,A,69,,80,78,96,92,75,90,95,66,,,,,96,A,,,,,,,,,,,,,,,
280,Masho,12C9/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,85,80,73,89,73,61,89,74,83,,,,,94,A,,74,64,82,86,74,64,87,94,55,,,,,94,A,9/14/11 00:00,2004,12C,,73,77,61,81,55,77,69,96,58,,,,,93,A,,68,67,80,80,68,67,81,90,50,,,,,94,,,,,,,,,,,,,,,,
310,Masho,12D35/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,81,,71,85,79,79,75,74,65,84,,,,,89,A,91,,85,80,84,69,64,75,88,81,,,,,75,A,9/14/11 00:00,2004,12D,84,,64,68,83,63,72,73,85,75,,,,,78,A,65,,67,70,79,83,84,85,93,60,,,,,91,A,,,,,,,,,,,,,,,
271,Masho,12C2/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,82,63,79,75,73,69,72,73,77,,,,,79,A,,81,66,84,90,80,71,75,82,71,,,,,83,A,9/14/11 00:00,2004,12C,,71,67,51,80,69,84,68,63,74,,,,,96,A,,68,62,73,79,71,77,71,87,64,,,,,94,A,,,,,,,,,,,,,,,
272,Masho,12C23/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,87,78,79,75,79,70,83,63,75,,,,,85,A,,82,72,73,81,70,66,72,93,67,,,,,88,A,9/14/11 00:00,2004,12C,,78,64,60,76,82,70,82,84,69,,,,,96,A,,50,63,69,82,85,79,80,82,67,,,,,97,A,,,,,,,,,,,,,,,
273,Masho,12C25/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,76,65,75,79,76,70,79,69,82,,,,,82,A,,83,62,91,89,83,80,77,81,81,,,,,90,A,9/14/11 00:00,2004,12C,,78,70,76,87,86,83,79,79,75,,,,,93,A,,67,71,69,79,73,75,80,82,63,,,,,90,A,,,,,,,,,,,,,,,
274,Masho,12C24/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,88,76,78,84,77,73,74,58,78,,,,,80,A,,83,77,83,88,73,60,77,76,50,,,,,77,A,9/14/11 00:00,2004,12C,,74,79,53,81,56,72,65,77,54,,,,,95,A,,72,69,77,75,79,73,81,91,68,,,,,92,A,,,,,,,,,,,,,,,
275,Masho,12C39/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,75,65,69,64,60,44,62,48,76,,,,,81,A,,90,71,83,85,78,63,88,90,82,,,,,85,A,9/14/11 00:00,2004,12C,,64,54,48,79,60,74,70,90,68,,,,,90,A,,74,64,73,90,79,61,59,87,69,,,,,93,A,,,,,,,,,,,,,,,
276,Masho,12C36/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,77,73,84,85,76,71,76,68,85,,,,,92,A,,84,73,76,85,74,70,72,84,80,,,,,94,A,9/14/11 00:00,2004,12C,,70,66,64,89,65,80,72,95,75,,,,,94,A,,75,73,71,89,75,67,78,90,84,,,,,94,A,,,,,,,,,,,,,,,
277,Masho,12C21/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,93,84,66,85,70,65,85,64,78,,,,,85,A,,89,87,73,80,81,67,81,90,82,,,,,81,A,9/14/11 00:00,2004,12C,,80,69,65,91,62,75,75,80,72,,,,,94,A,,83,86,70,83,80,78,73,92,65,,,,,94,A,,,,,,,,,,,,,,,
292,Masho,12D51/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,71,,52,60,77,64,46,77,54,60,,,,,78,A,88,,56,77,84,65,72,83,89,78,,,,,80,A,9/14/11 00:00,2004,12D,81,,60,61,86,56,89,63,84,68,,,,,88,A,72,,54,75,85,78,71,78,98,53,,,,,86,A,,,,,,,,,,,,,,,
279,Masho,12C51/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,96,79,61,84,80,67,82,66,92,,,,,90,A,,92,74,76,83,78,65,86,89,92,,,,,91,A,9/14/11 00:00,2004,12C,,79,75,67,88,71,82,67,92,89,,,,,93,A,,90,70,64,92,83,72,79,82,75,,,,,95,,,,,,,,,,,,,,,,
315,Masho,12D31/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,65,,53,57,72,64,63,87,60,65,,,,,77,A,81,,70,64,69,67,68,77,70,74,,,,,66,A,9/14/11 00:00,2004,12D,76,,56,54,75,65,61,65,75,59,,,,,79,A,64,,59,69,68,67,71,63,86,54,,,,,90,A,,,,,,,,,,,,,,,
281,Masho,12C41/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,85,70,71,94,74,76,88,71,80,,,,,94,A,,84,70,77,85,67,61,87,87,80,,,,,93,A,9/14/11 00:00,2004,12C,,80,70,47,80,64,72,72,92,61,,,,,96,A,,70,77,70,86,75,68,74,92,64,,,,,89,A,,,,,,,,,,,,,,,
282,Masho,12C43/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,72,78,61,83,79,65,84,67,82,,,,,79,A,,83,66,67,80,86,68,78,80,68,,,,,88,A,9/14/11 00:00,2004,12C,,82,62,57,77,72,77,74,75,75,,,,,94,A,,77,69,71,80,86,74,68,82,76,,,,,98,A,,,,,,,,,,,,,,,
283,Masho,12C46/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,55,55,64,64,79,69,87,54,71,,,,,82,A,,66,64,72,73,75,66,70,88,55,,,,,83,A,9/14/11 00:00,2004,12C,,64,68,51,82,73,76,73,81,74,,,,,90,A,,60,64,69,90,88,61,59,95,81,,,,,96,,,,,,,,,,,,,,,,
284,Masho,12C47/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,82,72,98,89,89,86,92,62,91,,,,,85,A,,87,77,95,90,93,87,89,86,76,,,,,92,A,9/14/11 00:00,2004,12C,,82,77,95,93,80,91,81,86,89,,,,,90,A,,73,77,89,88,84,83,81,89,76,,,,,98,,,,,,,,,,,,,,,,
285,Masho,12C48/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,84,60,83,89,90,60,88,79,93,,,,,86,A,,87,69,91,96,83,61,93,92,88,,,,,92,A,9/14/11 00:00,2004,12C,,75,63,70,87,75,77,75,91,91,,,,,96,A,,75,66,76,88,81,68,83,85,84,,,,,97,,,,,,,,,,,,,,,,
286,Masho,12C50/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,70,64,65,79,68,60,80,61,70,,,,,79,A,,79,69,84,81,74,61,72,86,62,,,,,85,A,9/14/11 00:00,2004,12C,,64,54,54,81,60,56,68,87,61,,,,,92,A,,73,66,71,76,79,68,67,80,59,,,,,90,,,,,,,,,,,,,,,,
287,Masho,12C49/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,62,57,61,73,73,56,81,49,66,,,,,81,A,,78,70,71,78,79,58,86,80,56,,,,,75,A,9/14/11 00:00,2004,12C,,67,58,49,84,72,77,69,83,57,,,,,83,A,,77,66,75,88,92,61,57,73,70,,,,,90,,,,,,,,,,,,,,,,
288,Masho,12C45/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,84,69,71,75,82,67,81,62,85,,,,,86,A,,85,69,85,91,79,76,74,88,78,,,,,98,A,9/14/11 00:00,2004,12C,,82,70,57,82,66,79,72,93,74,,,,,97,A,,90,64,75,86,82,78,69,92,68,,,,,94,,,,,,,,,,,,,,,,
289,Masho,12C37/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,75,75,69,85,78,61,78,61,76,,,,,86,A,,82,69,68,78,73,54,67,80,54,,,,,89,A,9/14/11 00:00,2004,12C,,58,67,50,84,72,74,76,80,72,,,,,92,A,,77,62,72,92,78,71,72,78,78,,,,,92,A,,,,,,,,,,,,,,,
278,Masho,12C38/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,78,72,67,88,72,62,82,74,88,,,,,89,A,,83,65,79,90,84,75,88,90,78,,,,,86,A,9/14/11 00:00,2004,12C,,77,66,61,86,61,85,66,88,80,,,,,93,A,,72,70,69,84,73,64,76,90,74,,,,,95,A,,,,,,,,,,,,,,,
348,Masho,12D40/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,74,,82,51,78,74,56,71,53,60,,,,,77,A,89,,73,79,89,69,59,67,74,62,,,,,73,A,9/14/11 00:00,2004,12D,80,,62,47,79,60,70,73,82,62,,,,,79,A,73,,67,80,80,73,81,90,88,60,,,,,87,A,,,,,,,,,,,,,,,
338,Masho,12D36/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,70,,50,44,64,55,50,69,50,46,,,,,66,A,84,,61,62,70,62,52,59,74,66,,,,,73,A,9/14/11 00:00,2004,12D,71,,54,35,71,56,59,63,86,55,,,,,85,A,61,,61,71,74,70,70,70,83,67,,,,,87,A,,,,,,,,,,,,,,,
339,Masho,12D25/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,75,,67,50,69,64,58,81,59,65,,,,,77,A,77,,62,80,78,72,69,74,81,66,,,,,71,A,9/14/11 00:00,2004,12D,67,,74,33,82,53,80,74,74,50,,,,,83,A,73,,60,68,77,69,62,69,84,50,,,,,89,A,,,,,,,,,,,,,,,
340,Masho,12D49/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,78,,82,87,85,85,72,87,78,76,,,,,91,A,91,,81,91,92,84,74,87,83,80,,,,,84,A,9/14/11 00:00,2004,12D,79,,69,74,92,75,88,82,74,73,,,,,95,A,84,,71,76,84,88,85,89,98,61,,,,,88,A,,,,,,,,,,,,,,,
341,Masho,12D48/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,60,,66,67,65,62,65,71,59,67,,,,,78,A,86,,50,67,80,50,58,75,80,59,,,,,92,A,9/14/11 00:00,2004,12D,80,,56,34,72,44,52,66,84,47,,,,,85,A,59,,64,52,58,59,63,58,72,54,,,,,84,A,,,,,,,,,,,,,,,
342,Masho,12D46/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/14/11 00:00,2004,12D,85,,63,61,88,62,73,78,79,57,,,,,96,A,80,,74,64,86,83,65,84,85,50,,,,,94,A,,,,,,,,,,,,,,,
343,Masho,12D50/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,62,,64,70,68,73,63,78,53,71,,,,,92,A,90,,82,73,85,74,54,84,85,57,,,,,85,A,9/14/11 00:00,2004,12D,79,,73,48,87,52,81,73,79,64,,,,,91,A,69,,61,73,85,74,73,78,84,57,,,,,94,A,,,,,,,,,,,,,,,
344,Masho,12D44/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,72,,65,64,78,78,57,84,63,68,,,,,81,A,87,,71,77,93,71,59,70,80,76,,,,,76,A,9/14/11 00:00,2004,12D,81,,65,60,86,64,83,77,82,74,,,,,95,A,73,,67,71,89,83,80,84,84,57,,,,,91,A,,,,,,,,,,,,,,,
345,Masho,12D43/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,61,,50,38,42,38,47,57,42,52,,,,,75,A,83,,50,71,76,62,55,71,71,50,,,,,73,A,9/14/11 00:00,2004,12D,67,,50,37,71,50,59,70,79,45,,,,,80,A,74,,55,66,59,80,73,81,81,57,,,,,96,A,,,,,,,,,,,,,,,
313,Masho,12D29/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,74,,61,66,84,71,73,82,68,86,,,,,86,A,95,,64,82,89,80,68,76,92,85,,,,,80,A,9/14/11 00:00,2004,12D,83,,53,48,87,63,79,75,96,58,,,,,94,A,76,,60,62,81,83,70,84,67,51,,,,,95,A,,,,,,,,,,,,,,,
347,Masho,12D41/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,79,,90,76,88,82,62,89,58,83,,,,,91,A,93,,95,84,95,81,81,88,92,83,,,,,91,A,9/14/11 00:00,2004,12D,91,,70,58,88,72,79,65,92,76,,,,,95,A,76,,72,68,84,83,63,81,96,63,,,,,99,A,,,,,,,,,,,,,,,
335,Masho,12D28/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,67,,67,68,80,76,63,84,69,88,,,,,86,A,90,,74,82,89,77,71,78,93,75,,,,,88,A,9/14/11 00:00,2004,12D,85,,66,59,89,71,79,71,90,76,,,,,95,A,66,,72,60,81,82,75,77,90,56,,,,,91,A,,,,,,,,,,,,,,,
349,Masho,12D39/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,55,,50,34,49,46,52,74,44,59,,,,,73,A,76,,50,69,70,61,49,68,72,54,,,,,68,A,9/14/11 00:00,2004,12D,58,,54,37,68,51,64,67,74,50,,,,,90,A,54,,58,71,70,73,68,71,88,64,,,,,84,A,,,,,,,,,,,,,,,
350,Masho,12D38/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,54,,50,58,43,64,52,76,47,59,,,,,80,A,81,,51,60,96,50,50,59,51,51,,,,,85,A,9/14/11 00:00,2004,12D,76,,65,32,83,50,62,65,84,66,,,,,85,A,70,,72,78,94,69,71,80,78,45,,,,,88,A,,,,,,,,,,,,,,,
351,Masho,12D37/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,69,,50,36,57,43,52,64,52,59,,,,,74,A,84,,51,71,82,66,64,74,76,52,,,,,75,A,9/14/11 00:00,2004,12D,75,,58,33,71,51,53,50,74,58,,,,,77,A,68,,66,74,71,72,71,75,87,62,,,,,88,A,,,,,,,,,,,,,,,
352,Masho,12D47/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,62,,53,39,49,52,44,51,52,59,,,,,65,A,80,,50,71,72,50,59,71,70,61,,,,,77,A,9/14/11 00:00,2004,12D,71,,57,52,73,50,60,54,73,64,,,,,75,A,66,,55,67,76,77,63,66,75,56,,,,,92,A,,,,,,,,,,,,,,,
