Acad_ID,Stud-Sch,Stud-ID,Entry_yr,Acad-Yr-G11-EC,Acad-Yr-G11,Cycle,Grade-Section-G11,Study-Area,Tig-Sem1-G11,Amh-Sem1-G11,Eng-Sem1-G11,Math-Sem1-G11,Bio-Sem1-G11,Chem-Sem1-G11,Phy-Sem1-G11,Civic-Sem1-G11,IT-Sem1-G11,Tech-Dr-Sem1-G11,Geo-Sem1-G11,His-Sem1-G11,Eco-Sem1-G11,Buss-Sem1-G11,Phy-Edu-Sem1-G11,Conduct-Sem1-G11,Tig-Sem2-G11,Amh-Sem2-G11,Eng-Sem2-G11,Math-Sem2-G11,Bio-Sem2-G11,Chem-Sem2-G11,Phy-Sem2-G11,Civic-Sem2-G11,IT-Sem2-G11,Tech-Dr-Sem2-G11,Geo-Sem2-G11,His-Sem2-G11,Eco-Sem2-G11,Buss-Sem2-G11,Phy-Edu-Sem2-G11,Conduct-Sem2-G11,Acad-Yr-G12,Acad-Yr-G12-EC,Grade-Section-G12,Tig-Sem1-G12,Amh-Sem1-G12,Eng-Sem1-G12,Math-Sem1-G12,Bio-Sem1-G12,Chem-Sem1-G12,Phy-Sem1-G12,Civic-Sem1-G12,IT-Sem1-G12,Tech-Dr-Sem1-G12,Geo-Sem1-G12,His-Sem1-G12,Eco-Sem1-G12,Buss-Sem1-G12,Phy-Edu-Sem1-G12,Conduct-Sem1-G12,Tig-Sem2-G12,Amh-Sem2-G12,Eng-Sem2-G12,Math-Sem2-G12,Bio-Sem2-G12,Chem-Sem2-G12,Phy-Sem2-G12,Civic-Sem2-G12,IT-Sem2-G12,Tech-Dr-Sem2-G12,Geo-Sem2-G12,His-Sem2-G12,Eco-Sem2-G12,Buss-Sem2-G12,Phy-Edu-Sem2-G12,Conduct-Sem2-G12,Amharic-ESLCE,English-ESLCE,Maths-ESLCE,Aptitude-ESLCE,Physics-ESLCE,Chemistry-ESLCE,Bilology-ESLCE,Civics-ESLCE,Geography-ESLCE,History -ESLCE,Econ-ESLCE,Tigrigna -ESLCE,ESLCE-Cumm,ESLCE-CummOf7,Status-G12-ESLCE
503,Masho,11D38/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,87,85,73,86,74,66,95,80,83,,,,,83,A,,92,85,90,88,87,79,88,88,91,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Masho,11D40/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,86,76,90,89,90,85,88,76,77,,,,,79,A,,81,71,80,100,95,80,79,72,78,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Masho,11D22/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,69,60,58,57,66,54,68,55,74,,,,,77,A,,62,54,58,63,72,53,61,73,56,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Masho,11D42/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,82,71,72,77,71,65,62,46,58,,,,,77,A,,74,70,80,90,69,63,69,68,62,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Masho,11D12/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,74,65,63,58,66,70,67,59,70,,,,,78,A,,75,60,65,86,85,61,68,83,65,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Masho,11D44/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,68,56,74,69,73,62,52,50,76,,,,,75,A,,84,67,75,89,86,68,78,70,72,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Masho,11D41/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,79,64,83,68,78,65,82,65,75,,,,,80,A,,87,72,83,91,46,71,80,57,67,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Masho,11D1/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,76,67,53,53,60,59,67,67,78,,,,,66,A,,73,53,75,76,73,59,73,77,57,,,,,74,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Masho,11D2/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,77,66,41,55,58,50,53,53,75,,,,,64,A,,65,56,59,63,69,50,62,65,52,,,,,57,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Masho,11D3/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,68,64,65,57,67,50,67,39,74,,,,,71,A,,68,60,64,71,63,50,55,74,64,,,,,64,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Masho,11D7/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,67,65,48,62,61,40,50,53,68,,,,,74,A,,63,51,63,62,62,47,63,59,70,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Masho,11D8/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,86,75,57,83,59,65,83,57,57,,,,,79,B,,80,63,67,75,75,67,84,71,58,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Masho,11D28/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,85,78,52,69,75,52,81,63,63,,,,,72,A,,77,62,62,73,72,46,72,62,64,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Masho,11D33/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,74,61,62,78,73,68,73,48,79,,,,,70,A,,75,62,66,80,62,66,66,69,71,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Masho,11D4/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,76,70,48,57,60,60,61,53,77,,,,,88,A,,71,59,54,68,82,51,72,71,50,,,,,80,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Masho,11D14/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,89,89,83,84,88,79,90,66,79,,,,,84,A,,83,69,79,93,79,75,78,90,80,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Masho,11D10/2004,,2004,9/14/11 00:00,,11d,NATURAL SCIENCE,,64,56,43,41,68,56,53,46,73,,,,,68,A,,52,51,68,77,78,57,76,79,66,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Masho,11D20/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,75,80,45,68,60,62,84,62,66,,,,,73,A,,60,58,71,77,74,50,64,78,53,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Masho,11D11/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,89,79,48,65,70,57,63,54,72,,,,,68,A,,82,56,65,77,75,45,59,83,53,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Masho,11D13/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,94,88,76,85,83,59,88,82,82,,,,,89,A,,87,75,72,79,83,68,86,77,76,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Masho,11D45/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,77,62,57,58,76,67,64,34,75,,,,,75,A,,75,69,60,93,69,58,51,77,67,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Masho,11D16/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,84,85,86,93,88,86,94,86,84,,,,,84,B,,78,74,85,96,95,91,80,81,82,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Masho,11D17/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,51,54,53,44,74,45,64,55,55,,,,,71,A,,52,51,63,83,65,47,60,78,50,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Masho,11D18/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,56,70,51,60,77,54,68,56,55,,,,,74,A,,53,66,58,60,81,48,58,75,50,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Masho,11D19/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,79,60,69,59,65,54,79,58,72,,,,,72,A,,67,58,65,77,81,45,71,74,50,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Masho,11D5/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,64,60,47,52,56,49,55,45,58,,,,,72,A,,75,50,64,79,64,56,66,55,58,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Masho,11D56/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,88,92,94,95,90,88,93,79,82,,,,,82,A,,92,85,88,95,86,79,85,80,77,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Masho,11D50/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,76,58,70,87,71,69,77,76,77,,,,,79,A,,74,55,75,83,78,60,66,75,73,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Masho,11D52/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,51,54,55,52,64,61,64,50,70,,,,,80,A,,74,68,60,81,79,54,60,72,69,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Masho,11D53/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,80,68,72,61,70,70,84,64,59,,,,,83,A,,87,62,61,85,70,70,62,88,57,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Masho,11D54/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,82,79,67,76,78,57,81,60,78,,,,,76,A,,83,71,62,79,78,63,69,76,56,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Masho,11D49/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,78,67,64,78,84,65,94,74,80,,,,,89,A,,89,63,74,84,73,65,81,70,70,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Masho,11D57/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,86,81,71,81,72,58,87,74,67,,,,,80,A,,81,72,65,87,78,61,86,72,75,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Masho,11D58/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,86,76,79,91,81,79,89,75,85,,,,,83,A,,86,77,80,91,83,74,82,81,85,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Masho,11D59/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,81,70,57,83,66,51,87,77,81,,,,,77,A,,84,67,67,88,66,54,82,75,86,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Masho,11D47/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,80,67,82,66,75,83,84,68,77,,,,,76,A,,73,71,68,76,71,77,71,65,79,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Masho,11D62/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,90,87,88,96,90,83,87,86,89,,,,,85,A,,84,81,87,96,95,77,89,82,81,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Masho,11D46/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,82,56,74,68,69,71,73,51,53,,,,,69,A,,80,72,81,91,71,64,81,89,82,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Masho,11D34/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,97,91,97,92,88,82,93,89,86,,,,,88,A,,96,88,87,91,86,90,89,87,83,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Masho,11D55/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,94,94,99,92,94,97,94,97,96,,,,,87,A,,92,93,98,98,99,92,92,91,97,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Masho,11D48/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,88,76,85,77,81,84,93,84,85,,,,,68,A,,86,73,83,94,81,78,84,70,92,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Masho,11D60/2004,,2004,9/14/11 00:00,,11D,NATURAL SCIENCE,,74,54,62,67,69,70,72,63,62,,,,,74,A,,85,69,81,100,77,66,54,78,64,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Masho,11E3/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,72,,51,41,54,61,41,61,59,72,,,,,73,A,63,,51,58,80,71,63,66,71,53,,,,,72,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Masho,11E2/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,86,,60,51,67,59,57,64,61,69,,,,,73,A,77,,50,67,72,38,57,59,68,50,,,,,65,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Masho,11E1/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,72,,52,54,64,42,44,85,44,60,,,,,65,B,48,,51,57,75,66,50,65,61,61,,,,,76,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Masho,11E69/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,80,,61,47,68,61,52,75,46,62,,,,,82,A,72,,68,57,57,54,53,54,64,50,,,,,67,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Masho,11E66/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,74,,73,62,71,77,49,68,55,66,,,,,60,A,64,,65,61,65,71,50,70,67,70,,,,,70,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Masho,11E65/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,88,,58,45,82,60,44,71,67,50,,,,,72,A,67,,64,51,55,64,32,45,73,51,,,,,79,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Masho,11E63/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,88,,57,50,67,83,37,54,45,47,,,,,67,A,59,,61,53,87,61,52,73,70,60,,,,,61,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Masho,11E61/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,85,,58,63,60,71,58,52,41,67,,,,,79,A,70,,60,62,84,70,57,58,80,61,,,,,74,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Masho,11E58/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,85,,66,69,80,71,52,85,72,75,,,,,80,A,72,,62,67,79,79,61,63,74,62,,,,,69,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Masho,11E56/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,77,,70,59,50,67,50,69,42,44,,,,,56,A,72,,56,56,65,54,47,56,59,45,,,,,69,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Masho,11E55/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,73,,64,48,68,75,46,61,47,44,,,,,76,A,65,,64,54,72,57,58,59,69,46,,,,,67,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Masho,11E54/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,75,,76,44,63,60,47,69,61,60,,,,,74,A,55,,70,62,75,59,30,60,75,53,,,,,73,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Masho,11E52/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,76,,70,67,79,75,56,72,67,79,,,,,83,A,76,,64,67,74,75,60,56,65,57,,,,,81,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Masho,11E59/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,83,,82,74,83,77,66,89,63,61,,,,,87,A,64,,75,48,78,71,56,88,75,60,,,,,76,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Masho,11E64/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,80,,59,60,69,71,55,70,50,68,,,,,81,A,72,,68,59,69,71,63,69,80,72,,,,,73,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Masho,11E47/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,85,,80,49,55,55,52,63,44,58,,,,,68,A,73,,75,51,59,44,43,57,62,50,,,,,69,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Masho,11E15/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,93,,79,67,81,81,50,84,86,82,,,,,83,A,84,,68,58,82,75,65,79,76,90,,,,,55,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Masho,11E19/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,90,,62,75,77,67,61,89,61,80,,,,,78,B,75,,63,64,85,72,54,70,78,53,,,,,70,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Masho,11E22/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,79,,56,62,69,53,61,53,54,64,,,,,72,A,52,,60,60,68,70,35,65,74,50,,,,,70,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Masho,11E24/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,78,,59,44,73,56,42,70,42,66,,,,,77,A,66,,56,55,54,66,50,64,68,67,,,,,73,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Masho,11E30/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,89,,65,74,85,79,56,86,59,77,,,,,75,A,75,,73,72,76,76,53,79,69,58,,,,,69,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Masho,11E37/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,92,,77,86,87,87,85,88,73,76,,,,,87,A,77,,75,81,67,85,73,84,77,77,,,,,79,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Masho,11E5/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,70,,63,45,58,67,68,50,54,65,,,,,69,A,74,,29,61,60,69,50,46,66,51,,,,,73,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Masho,11E49/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,66,,68,71,56,69,52,57,50,50,,,,,75,A,61,,69,57,62,66,37,65,78,47,,,,,68,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Masho,11E7/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,85,,88,97,92,94,96,97,57,81,,,,,87,A,86,,78,86,92,80,84,85,68,81,,,,,76,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Masho,11E50/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,75,,66,40,33,68,55,82,61,63,,,,,77,A,71,,60,65,58,69,57,62,75,58,,,,,75,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Masho,11E60/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Masho,11E68/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,74,,76,74,85,69,72,82,81,62,,,,,86,A,65,,73,57,78,78,66,78,81,55,,,,,70,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Masho,11E14/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,81,,63,49,71,63,43,79,61,77,,,,,82,A,59,,65,61,82,68,32,70,63,72,,,,,69,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Masho,11E57/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,70,,61,43,67,57,43,63,44,63,,,,,71,A,74,,62,66,79,65,45,57,68,44,,,,,65,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Masho,11E10/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,86,,72,79,88,88,69,90,76,83,,,,,94,A,68,,64,70,91,93,75,88,75,74,,,,,84,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Masho,11E43/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,66,,50,63,48,57,31,70,52,55,,,,,63,A,39,,58,45,72,64,34,61,73,58,,,,,77,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Masho,11E23/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,79,,60,59,69,74,63,74,74,73,,,,,77,A,89,,52,75,85,75,54,78,90,59,,,,,62,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Masho,11E46/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,85,,61,63,82,61,57,64,50,54,,,,,74,A,62,,52,51,78,78,55,62,70,50,,,,,64,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Masho,11E9/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,87,,88,93,91,92,92,87,82,89,,,,,88,A,85,,79,75,88,89,74,84,68,74,,,,,88,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Masho,11E32/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,89,,87,90,89,89,85,92,89,77,,,,,94,A,85,,86,79,93,91,73,82,75,72,,,,,85,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Masho,11E31/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,79,,63,45,57,58,36,67,50,59,,,,,69,A,64,,51,61,72,72,50,63,69,60,,,,,72,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Masho,11E29/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,93,,65,69,70,77,57,77,60,67,,,,,74,A,77,,56,64,73,76,61,64,67,58,,,,,73,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Masho,11E28/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,88,,66,56,61,61,59,72,51,53,,,,,81,A,77,,50,53,64,67,67,57,55,59,,,,,78,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Masho,11E27/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,77,,61,75,76,74,65,87,68,69,,,,,85,A,58,,64,67,82,76,57,70,72,55,,,,,73,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Masho,11E4/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,92,,70,72,76,78,67,78,64,78,,,,,72,#NAME?,77,,60,56,64,81,61,68,66,70,,,,,65,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Masho,11E25/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,81,,53,64,65,72,57,71,60,50,,,,,77,A,63,,58,58,55,64,51,62,68,56,,,,,67,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Masho,11E21/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,84,,58,68,87,83,56,78,58,72,,,,,79,A,77,,63,57,65,75,56,76,78,65,,,,,63,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Masho,11E20/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,63,,54,57,67,53,55,71,52,66,,,,,72,B,70,,63,59,72,72,34,69,69,43,,,,,66,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Masho,11E18/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,82,,74,94,91,90,79,86,81,81,,,,,80,A,76,,70,80,80,80,71,82,79,89,,,,,76,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Masho,11E17/2004,,2004,9/14/11 00:00,,11E,NATURAL SCIENCE,86,,60,68,80,58,59,70,54,84,,,,,73,A,75,,64,58,69,71,53,63,70,81,,,,,81,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
